Tenochtitlan_Province,minor_city_aztec_configuration
Huaxtepec_Province,village_aztec_configuration
Tollan_Province,minor_city_aztec_configuration
Tixtla_Province,large_town_aztec_configuration
North_America,village_aztec_configuration
Cuba,village_aztec_configuration
Brazil,village_aztec_configuration
Cairo_Province,large_city_configuration
Constantinople_Province,large_city_configuration
Baghdad_Province,large_city_configuration
Cordoba_Province,large_city_configuration
Paris_Province,large_city_configuration
London_Province,large_city_configuration
Roman_Province,minor_city_configuration
Jerusalem_Province,minor_city_configuration
Venice_Province,minor_city_configuration
Naples_Province,minor_city_configuration
Milan_Province,minor_city_configuration
Antioch_Province,minor_city_configuration
Alexandria_Province,minor_city_configuration
Frankfurt_Province,minor_city_configuration
Timbuktu_Province,minor_city_configuration
Kiev_Province,minor_city_configuration
Novgorod_Province,minor_city_configuration
Riga_Province,minor_city_configuration
Prague_Province,minor_city_configuration
Genoa_Province,minor_city_configuration
Florence_Province,minor_city_configuration
Nicaea_Province,minor_city_configuration
Marrakesh_Province,minor_city_configuration
Damascus_Province,minor_city_configuration
Konigsberg_Province,large_town_developed_configuration
Vilnius_Province,large_town_developed_configuration
Pskov_Province,large_town_developed_configuration
Visby_Province,large_town_developed_configuration
Moscow_Province,large_town_developed_configuration
Antwerp_Province,large_town_developed_configuration
Minsk_Province,large_town_developed_configuration
Bruges_Province,large_town_developed_configuration
Nuremburg_Province,large_town_developed_configuration
Cherson_Province,large_town_developed_configuration
Vienna_Province,large_town_developed_configuration
Tbilisi_Province,large_town_developed_configuration
Bologna_Province,large_town_developed_configuration
Yerevan_Province,large_town_developed_configuration
Ankara_Province,large_town_developed_configuration
Sevilla_Province,large_town_developed_configuration
Valencia_Province,large_town_developed_configuration
Aleppo_Province,large_town_developed_configuration
Lisbon_Province,large_town_undeveloped_configuration
Iconium_Province,large_town_undeveloped_configuration
Budapest_Province,large_town_undeveloped_configuration
Krakow_Province,large_town_undeveloped_configuration
Edinburgh_Province,large_town_undeveloped_configuration
Oslo_Province,large_town_undeveloped_configuration
Oran_Province,large_town_undeveloped_configuration
Utrecht_Province,large_town_undeveloped_configuration
Cardiff_Province,large_town_undeveloped_configuration
Dijon_Province,large_town_undeveloped_configuration
Barcelona_Province,large_town_undeveloped_configuration
Leon_Province,large_town_undeveloped_configuration
Zagreb_Province,large_town_undeveloped_configuration
Sofia_Province,large_town_undeveloped_configuration
Marseille_Province,large_town_undeveloped_configuration
Thessalonica_Province,large_town_undeveloped_configuration
Athens_Province,large_town_undeveloped_configuration
Isle_of_Cyprus,large_town_undeveloped_configuration
Tyre_Province,large_town_undeveloped_configuration
Thebes_Province,large_town_undeveloped_configuration
Poznan_Province,large_town_undeveloped_configuration
Dublin_Province,large_town_undeveloped_configuration
Bern_Province,large_town_undeveloped_configuration
York_Province,large_town_undeveloped_configuration
Reval_Province,large_town_undeveloped_configuration
Mekka_Province,large_town_undeveloped_configuration
Cork_Province,town_configuration
Lund_Province,town_configuration
Danzig_Province,town_configuration
Aberdeen_Province,town_configuration
Badajoz_Province,town_configuration
Stockholm_Province,town_configuration
Wexford_Province,town_configuration
Ryazan_Province,town_configuration
Stettin_Province,town_configuration
Bordeaux_Province,town_configuration
Bucharest_Province,town_configuration
Sinope_Province,town_configuration
Oporto_Province,town_configuration
Medina_Province,town_configuration
Turin_Province,town_configuration
Skara_Province,village_configuration
Agder_Province,village_configuration
Exeter_Province,village_configuration
Clermont_Province,village_configuration
Dumfries_Province,village_configuration
Helsinki_Province,village_configuration
Rennes_Province,village_configuration
Tzernigov_Province,village_configuration
Belgrade_Province,village_configuration
Zara_Province,village_configuration
Zaragoza_Province,village_configuration
Durazzo_Province,village_configuration
Algiers_Province,village_configuration
Isle_of_Crete,village_configuration
Attalia_Province,village_configuration
Tmutarakan_Province,encampment_configuration
Murom_Province,encampment_configuration
Tingvalla_Province,encampment_configuration
Belo-Ozero_Province,encampment_configuration
Viatka_Province,encampment_configuration
Kerkyra_Province,encampment_configuration
Mallorca_Province,encampment_configuration
Ayla_Province,encampment_configuration
Al_Suways_Province,encampment_configuration
Buraidah_Province,encampment_configuration
Al-Mahdiya_Province,encampment_configuration
Barqa_Province,encampment_configuration
Arguin_Province,encampment_configuration
Al-Mansurya_Province,encampment_configuration
Arensburg_Province,encampment_configuration
Krak_de_Chevaliers_Province,stone_castle_configuration
Caen_Province,stone_castle_configuration
Toulouse_Province,stone_castle_configuration
Kerak_Province,stone_castle_configuration
Caernarvon_Province,stone_castle_configuration
Granada_Province,stone_castle_configuration
Smyrna_Province,stone_castle_configuration
Magdeburg_Province,stone_castle_configuration
Halych_Province,stone_castle_configuration
Pamplona_Province,stone_castle_configuration
Preslav_Province,stone_castle_configuration
Acre_Province,stone_castle_configuration
Isle_of_Rhodes,stone_castle_configuration
Isle_of_Cyprus2,stone_castle_configuration
Ascalon_Province,stone_castle_configuration
Palermo_Province,stone_castle_configuration
Azov_Province,stone_castle_configuration
Rheims_Province,stone_castle_configuration
Marienburg_Province,stone_castle_configuration
Castle_Town_Province,stone_castle_configuration
Wick_Province,stone_castle_configuration
Edessa_Province,stone_castle_configuration
Trebizond_Province,stone_castle_configuration
Ragusa_Province,stone_castle_configuration
Donegal_Province,stone_castle_configuration
Nottingham_Province,stone_castle_configuration
Santiago_Province,stone_castle_configuration
Toledo_Province,stone_castle_configuration
Fez_Province,wooden_castle_configuration
Tunis_Province,wooden_castle_configuration
Sarkel_Province,wooden_castle_configuration
Tripoli_Province,wooden_castle_configuration
Mosul_Province,wooden_castle_configuration
Cagliari_Province,wooden_castle_configuration
Adana_Province,wooden_castle_configuration
